Flow ID,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
f-10,1158.9591187294668,336.4679246056047,51.87975698736367,1145.6339427882108,210.50366067822617,1614.6948089263112,9065.7386398936,5049.26933658225,322.8841487085108,269.8630629398033,57.07173266605035,488.7826401919268,36.416695598849074,561.6549961239124,526.3887297638945,DoS Hulk
f-11,1025.9254092119352,677.976985091442,166.325731385777,225.50066008422198,129.38292228952912,60.20133046816757,2318.614379301503,1674.4308772647319,10746.54120538563,53.52913186054255,1375.7990853242513,5929.370607225778,333.2681879529272,352.45405184759517,1867.9484178292298,BENIGN
f-12,436.6957974735563,434.5451189586533,192.59506943118524,776.6210418911363,15192.204951409369,418.59466214310555,947.0768002071968,901.6854628052325,1089.710777531508,1108.028954337281,19.211690637468422,834.6170203441867,2186.81382551935,1654.6803933373533,8215.100134137267,DDoS
f-13,1560.3874711760452,460.5746139697274,501.0860039045966,1505.3685164583692,170.88162536543499,393.27847906710156,2334.712470817355,995.9875535326264,2430.3383788946335,91.63407803004374,249.54918843142104,316.60712187884263,820.7583940946738,324.4134055913328,1609.352440838625,BENIGN
f-14,706.9862453115594,247.15117763672598,110.70844265384518,6793.468795144322,1335.7345779389152,739.959350586779,491.0110860582261,1253.6806707579883,164.27153229601078,310.6986693736012,3672.467633089277,1392.5215811480914,6148.720508526255,1457.2297378357662,1425.1986809821644,BENIGN
f-15,143.86121419804005,75.359380390613,281.57992231185773,1201.098126401016,67.03451921973479,1025.2172740042492,120.97364544577698,309.67600562920256,1418.5937251057467,4707.034355693356,272.05687447821145,283.9627770553599,62.535305538210515,5849.7336006996,291.57006762328785,BENIGN
f-16,3886.3666660969984,63.28509003747453,93.697877944691,787.2354341207595,463.9431847463526,1890.5144958021897,50.059651651517356,2531.2723532886102,184.45544712373115,1104.6414266489376,449.4057142624714,542.7172819183832,432.4567372082436,500.48807988027403,1653.9432299502841,DDoS
f-17,127.65622121490064,883.5022689879303,603.0805929088516,5363.128037619165,131.64768998805937,212.29241807882397,141.58908133948458,1237.9140256797825,528.685853523142,47.96241463748529,1007.7137608843091,277.7220194593478,1956.3324949632306,1462.6488640499974,3261.911311533257,BENIGN
f-18,1157.641889962598,289.44343574559764,429.2493500888432,145.0050054889523,237.2305536730985,5010.5669545622295,380.97721805035843,645.2103066760086,3005.6726459955653,2197.4791538941718,130.12152745939153,702.1235361096983,363.33859837969237,548.415734446852,330.913304057448,BENIGN
f-19,1219.9627493677785,197.29366822847135,718.5493570389675,550.8431578794327,1413.8582570957337,9778.547968713083,32.24467347868663,662.94371548001,892.2890085404264,700.4294446833009,439.8851899833774,256.77809307451224,312.8932379799651,183.18449947724494,79.40038594691062,BENIGN
f-20,888.5576620427211,407.56757700278195,741.9442770009621,4189.623276223808,710.8144903552828,56.15432118889805,209.9383359518354,194.13049300275944,545.0561102187423,2557.5515542457015,435.744336138021,2913.358827291911,182.62998814129222,1010.2711562377343,8861.299792637252,DDoS
f-21,178.19608528811955,1047.2455425695787,831.8134726100087,722.0880400913167,797.9863000854996,841.1869280971748,824.3580390090885,153.0268104325101,166.1645486998972,12235.519255957739,3769.829929546926,4540.694644241315,10.790341785905705,684.9951040725597,479.39783307671445,BENIGN
f-22,11320.83556090181,500.9151530893935,257.72916250599025,604.467564136149,48.161222938997156,1274.378011615999,311.527661677394,263.84915966666114,1160.2239693752629,150.48023100348527,91.57066806812671,1151.3908265811585,1626.514766688717,243.57764208145585,2458.0729020398303,BENIGN
f-23,335.1454516141835,183.59533622347618,5142.898361877872,146.55899238067545,10310.093064694087,295.75409127899655,182.3506865343699,223.48398951080253,3222.7422714269746,34.50660116228469,255.22686600906016,2564.5953305647577,4349.447546279229,1190.918554458267,539.997015978342,BENIGN
f-24,1714.808685722698,1757.3311529488444,534.4923082333664,79.85073706554367,96.51924580656554,94.3557022292094,267.7847330193427,70.12247289414483,200.2238305057916,1066.7705863978663,132.41925335391616,63.620937552463175,513.2366288975448,412.7275631955189,393.8610630216555,BENIGN
f-25,264.3938214240278,2683.890241369738,43.16449562694731,1149.1966545101268,2525.6986011184845,3066.6150059925403,3192.860791535783,184.60269128605646,44.599449159503116,211.7691267432853,116.59493519885494,73.284322746452,711.7722478257544,406.50186234777766,2518.314155015937,BENIGN
f-26,764.1552861712298,730.3091855968879,121.16449741199827,504.2143589476267,1374.5100772833189,95.639834001676,892.989066989544,555.2772738762718,734.4952157841776,48.89872306241401,1560.6899412100836,274.27392137152236,235.85901479983968,615.1864142676878,283.2942909447848,PortScan
f-27,625.4884579613612,1297.7616005165512,358.6531127998794,10172.64718395477,806.576937782417,325.7005101458499,205.95116297000843,1842.967459004841,271.1259646618586,333.5474490742927,2464.4438675407296,423.89134403005687,244.0158592967293,536.1376855335232,199.84963014175605,BENIGN
f-28,2399.4863401862835,1790.6822942437757,411.90863085335707,382.34390519240884,144.60678958998633,384.4643745304464,371.6611878719092,784.6749865755771,344.7007236400949,1766.348271795725,774.3270567791442,318.0317111100896,1279.1814184252419,1277.2974725885779,823.6637479390378,PortScan
f-29,676.5356903744964,1565.748368927594,348.56813873637054,74.72410771542098,483.9142946094625,952.0767602397115,389.9521335941664,76.4363412568014,786.3589022719372,88.59689914407996,216.71538843213634,56.22928465415697,3796.6215684851118,1094.284867758097,74.6870798074846,DDoS
f-30,41542.028984306926,842.959582940481,229.9562704850514,1286.0819367660342,229.26861495926008,190.1935292157659,160.525607721785,870.9324834427758,233.3009110807157,6655.475276524947,1314.7136715305292,9277.423195692738,154.5027219806842,353.8695715331116,1150.3387159741908,BENIGN
f-31,247.7207194464625,827.175145276377,4505.75764629894,258.6705562385275,417.73509424864386,177.416410885437,160.29946765931018,1265.4831577492748,292.1822158089672,147.6053394364848,228.4771458364247,5350.99540732974,108.18020232361778,228.94817692434935,206.66474753779613,BENIGN
f-32,507.699339819204,752.6442615994728,779.5988159903277,608.1394102794211,298.91321759268027,454.27310703121174,1356.453462393852,694.8500657972429,357.75792827129396,447.82969943291477,88.47018360707634,1876.540526142391,1568.8431392124419,404.27385210535834,5225.514924531268,PortScan
f-33,865.7206722412643,519.4821900976356,6824.79528296087,185.49885060421065,74.75894171853899,1349.7417720102255,243.77818817334744,396.64341931346587,2353.6079451429437,93.41398801005957,295.7529711381344,6547.167784534366,325.4934401445918,623.8878693093271,643.4882642405946,BENIGN
f-34,844.8636953693863,935.3004253661164,1050.4396418696915,2902.0192079264953,1550.2027087196805,6278.8366832598085,108.45814471538148,320.14526589083056,418.2517504089244,424.08436879104613,262.15920450994645,529.1878782486632,337.9900076936045,720.9034761215161,835.951803371439,BENIGN
f-35,1563.632237614953,79.28296073726469,549.9098080722293,140.91011586655725,366.01393708397217,66.09033777251884,1747.6249747322656,356.8505713274256,91.57805813931986,343.608392113115,162.4944670579543,1155.4170598603662,926.0765923364884,579.2271122288499,233.57906384612494,BENIGN
f-36,351.870443923915,1012.2442888901405,421.64621060449764,269.1003329683274,225.48181678625028,3372.0791904346606,464.8020907760789,392.71762025222023,96.05738973887134,67.53238882253515,485.9255911581711,440.113946702205,181.07222032148223,361.7978635312447,161.24133651889701,BENIGN
f-37,147.20294717225113,1928.0763622642835,496.51245441058404,458.9487018946581,747.2981833395658,109.52556239248253,37.81685606849948,11245.7453374027,476.78988729385827,11979.981923052015,538.0047430181502,5047.78919986478,230.0314854520012,1334.3244649877142,449.309989931525,BENIGN
f-38,149.99808707333625,1105.7335006574456,43.48543782748795,108.78584311154646,620.267906298026,5909.315537754795,1268.6604374761653,2063.840624949527,104.03073654416427,222.64874546203862,206.85609181031364,264.4399689352185,582.2257875806854,179.618961591988,1215.6106473984917,BENIGN
f-39,880.6949796528542,2403.9727194857105,324.93708292239324,599.8162955818835,138.03294575880747,130.81008561893833,1143.187761654806,1484.2180691784542,447.713561309244,222.88254557187577,339.3523740773964,233.70305239116487,63.45600791335051,7905.263975615643,379.76080477930014,BENIGN
f-40,984.2746809887087,1349.082866475506,410.2991383709316,2791.3833406575327,72.52521425355212,179.54432945330785,3590.629620065544,1246.240924514951,864.9253383157906,1290.574897716171,5379.48795126258,1523.498160373235,526.0092805019311,1007.9606963799,173.76023911054955,BENIGN
f-41,774.165071843442,101.22050859958443,311.6313756730569,223.95506009862868,657.5729864178568,198.91447711790548,5859.116704762189,5167.692558823413,5999.961135518584,3558.540827896955,5138.51759043845,1649.8229545993327,162.90158557439966,104.27352724208137,95.6961712978851,BENIGN
f-42,181.52408620313682,302.31676654597874,152.00774981689014,3049.3235252327618,752.1408429336263,368.1760695219506,1810.4512069020282,47.27858364227182,259.3649541708605,3257.666599863244,113.87390865731474,848.6143844063823,1126.157991412623,503.84828308229834,515.4269665212271,BENIGN
f-43,533.0384645409302,455.97480540752457,211.1476774292183,14.889816706089052,317.4885676830032,594.5692038868109,7727.799058443212,1540.6492344727824,573.8632625471524,95.44821531132558,134.64785919460232,1171.9453042195437,777.4318536860735,1019.655619816667,207.49743083701816,BENIGN
f-44,2521.9472700961014,443.5393215032446,326.28426100978777,385.0160260087467,101.7497685647279,4710.212905953741,92469.29149280663,232.8788699758125,505.60006583011153,521.4903716097533,113.15019184938872,220.9007277545274,4066.9491557413194,1827.7509029160028,370.15109795655064,BENIGN
f-45,1505.6961346504536,1572.4914864033908,1970.1257517855124,277.09191018902845,448.86521307001203,400.64628052552933,1002.0343015367866,952.292977851137,831.2272832394597,42.19716425933472,1434.3466494534903,438.61728946570713,58.65363914804277,67.07605621126022,302.9190055322319,BENIGN
f-46,1147.9287764532428,261.5107757193805,3638.237258386574,151.0789997424079,69.58584415132363,242.22625166616598,490.62704148632014,125.58220952739696,833.5551649699736,1190.4017064491466,250.07599220902193,1516.8999204297456,356.35432320866846,520.9836639612031,236.67380204023473,BENIGN
f-47,527.5874631523286,615.5039518544418,1475.9061895734972,1476.9590596381781,117.6040276937801,966.1734571615967,1297.8811798387121,97.31091366755493,17.69095859038602,56.70000130578623,537.8658030383405,153.72525868968648,98.22690185659263,773.1797315084531,573.9626203808781,BENIGN
f-48,911.1397384625319,123.1800887413153,283.3782936696522,272.73689667876295,163.88459255820672,378.5884017019726,206.2143743613577,4322.8339979546545,1173.2218409645643,153.8777431793578,4430.912394402215,1491.589747343135,385.97141658597417,360.23792527415515,784.7811593142071,BENIGN
f-49,2711.9611510134405,692.5502050166237,233.3670567035609,975.0201333694399,1110.6790733838084,8514.46547962233,3107.7417766811764,127.94753790595296,751.0596122770711,401.88187218979465,398.3943113336276,455.76690186905523,25.069811363051826,353.62454182444566,4265.585512326045,BENIGN
f-50,570.7454300333626,404.9364981909617,682.1071849930969,2034.2914561789312,1390.702818133174,172.55455798226438,185.43915601155268,1596.1152175670006,246.52220997767705,688.1507128850076,4816.378220027144,6577.6351733727615,63.49754717261662,768.3164528958879,1001.8076104008608,BENIGN
f-51,860.5277561803207,164.0586513476843,839.6741498165031,160.20398648255235,235.70011688982527,58.98424221778947,650.3960396236017,465.031146806555,421.34128863390106,294.9714145828591,753.3311453267394,591.4617772194711,1680.489385059596,308.8763205901731,2730.9881854335204,BENIGN
f-52,70.204542447887,2265.2494853231146,239.59727189352236,103.71183872262523,4211.739475806733,387.288075317124,184.5110022282775,243.68000994724744,993.108554703905,2497.1376429273396,199.16610558056192,359.13476802594226,628.2032817902817,175.04857948789189,151.0603694075024,BENIGN
f-53,274.8964662382034,323.4320689762304,1041.5571920624436,1278.3330242464485,615.820174638054,8018.836888589602,176.9179030090032,382.29988458417694,444.571225695583,960.9164827929926,1437.979206396026,804.0469576728502,263.86061309756775,222.81045294280918,59.07845315604657,BENIGN
f-54,229.4196398098557,291.72566137146396,1307.016593467503,32.074432702264694,605.9475387301995,489.37573268995675,662.5976556331196,84.66367170505511,2463.9063107152806,874.515225543426,145.52662056406902,269.1919017148894,519.7161267403707,487.80403553687455,1618.5671293603784,DoS Hulk
f-55,908.0472203304352,3379.9273383662826,1900.7878912242222,160.84184941844842,750.3350030627142,317.47410025092523,341.9779533388819,2385.2209883789974,4077.4141231284675,92.26998671569889,5285.714593584847,46.790128536970784,109.82578075239525,721.5084692562517,1129.6156182286081,BENIGN
f-56,289.9850292951938,358.4771059139749,3408.355132492591,249.71891178722367,1100.727135029345,141.96543022046913,39.92387984153939,110.02544127019688,349.92645940989553,3100.260679361527,199.34935568623058,302.2863028220046,512.9543762887866,904.0179342666197,935.7927787954006,BENIGN
f-57,2425.83135999054,301.0645422333121,142.63667082892385,3269.349259085951,29.262659163922304,16292.63109873202,70.33937168229127,673.6494771111477,1706.005189534942,153.90289119578148,227.33819063044743,296.61875740302236,267.1048367902933,212.10838170618968,1726.1657301025118,BENIGN
f-58,523.623431270611,32.559163535667,410.21353910444424,1014.675888285552,1290.1175771867593,117.26975580486304,101.82750051787785,1224.587677793463,13.19200644430762,15070.776376547115,109.26920539857315,59.693255889376246,2581.1146512429264,611.6389539525527,19.22373222660858,BENIGN
f-59,4936.125347745161,137.95826027411331,408.925601446434,1195.6795446053004,690.8837995611162,168.93717341193636,981.8508139825403,547.317357193811,675.4099782179886,4567.101640290013,133.0717833448137,369.5765061909974,323.20394608298415,296.4999226185982,1814.512787203836,BENIGN
f-60,53.546812647168736,294.2153230661269,358.6373524983797,1930.2724476828537,2301.3468355241184,799.5435763574525,663.3534766340496,68.12848457113695,79.52546849207454,746.3449097292051,241.74484567233984,33.7664508268453,432.8817476954748,173.19463647922032,1856.049208108425,DoS Hulk
f-61,269.92333224219226,177.14644946712167,185.09783006475922,165.8993062412051,908.2490806927951,43.500619185199554,524.6475041840005,6442.787722902776,526.0916569955762,1391.887080419036,21.81028680979203,782.1479285197912,584.1710927183964,37.06502825179153,63.255620533540636,BENIGN
f-62,490.44035839495825,2117.6221526269183,67.85177836107378,1354.1371820545342,975.9126795273834,1862.1905679868048,1448.5744965753443,400.00629548995977,484.6586619386746,9.979133713803643,304.9052859736585,1742.5725392643312,772.9839270629847,626.9777258497561,961.2500915635972,BENIGN
f-63,3644.770883532393,877.7546432255064,450.88636039462324,545.5898890156482,62.448855659984844,853.2322093035247,995.6165440591831,986.6510745582129,2319.735985418639,319.25721720635096,219.29786400347623,2959.3872939044254,498.89202325872924,443.5415842346541,494.41690187502627,BENIGN
f-64,947.1636581692526,1893.4069402460177,160.44853044303613,9878.597617773466,198.7688122997121,1186.8728690945868,5858.956276529207,988.3249739732046,2155.9884316011153,4416.712247556531,1041.0793789839922,246.3409698480269,257.921982696928,216.83464333489857,637.4495637991893,BENIGN
f-65,1045.2555523861295,434.4346631322731,3185.508736931166,247.80437525484135,103.1760306089059,788.190974829588,837.2104141455161,330.08552766652457,390.90973806367424,1223.4283528296048,670.2004763280513,364.0763206093381,225.25785307775323,655.1881331999367,1337.9996517056127,BENIGN
f-66,265.47745273803196,421.85995708282064,454.4363057204151,117.4244221479966,3380.6089635646667,332.50396307663635,1069.5952024079336,99.60440515866411,16239.133605603158,93.3477712293038,172.57554500846754,157.4523188587336,597.2235809513506,409.6548493820005,676.0928658441148,BENIGN
f-67,231.63847267393885,362.65220525799214,107.81426574182919,310.8864286542866,5368.055184031658,112.64277721891612,1509.0296249445994,3704.7522031015105,4054.767633667495,283.591139765573,232.69744459121213,408.69935946003625,2484.4036699286753,3664.814537183629,68.89681026681187,BENIGN
f-68,1129.5459959843033,405.27080660808326,534.4071664748789,562.7373584570073,28.696318252100728,1613.9482354064169,4300.509410620572,395.1459018731162,83.7419735195677,19.22788162754539,304.43522957696314,432.5524920504611,1398.9209243706873,453.643051030513,2355.674982745018,PortScan
f-69,320.67713600922644,3173.3846292295448,3111.50853225019,222.80609930389338,65.59411936017577,125.17545910278977,633.534489504646,365.89183415306235,527.9525101933934,662.2157493522352,2399.8172446425433,136.96152219898556,1592.4413217899773,2880.3832136995097,57.90627730241512,BENIGN
f-70,422.87708668977064,24.939855040328673,808.4657903139638,1968.3809035246168,344.1870267247239,722.9834795902307,1854.3439468723088,248.1103964080756,257.93405710361606,42.09823932385983,573.029744570888,556.2617965914081,850.583728350314,939.8585668314081,4754.184658958074,PortScan
f-71,347.26111132032656,161.0980118406297,5558.238495554797,1406.2749491048069,228.85113931275157,1062.2406710032758,24.16859610893387,7291.804607816206,821.0241968124268,1566.4597429599091,170.08311036058558,552.1077276909749,1482.1129975382894,354.6957190137597,2159.3538014005094,BENIGN
f-72,133.84163287395424,210.2284933407298,562.7004563576407,6453.101550610582,82.33047660953541,5615.385135407449,645.8805368961698,214.89419489468386,129.45070078300492,6007.345128830634,104.13613338739422,975.1720762850482,491.436463755798,978.41557913138,90.94524707474648,BENIGN
f-73,732.5949029677388,2314.4485628313414,722.0526946265868,685.8551641403934,4161.848831526173,3146.2268928873586,1634.7381690242335,63.18229815441026,1529.2123631420648,228.32266427789742,68.13919680065152,7370.615113786934,314.7211491637723,427.68833200550057,180.23174361768713,BENIGN
f-74,478.62187625801414,7048.5998201087305,110.71135459914518,374.98736585535863,587.0135463265394,1223.5239135797315,1608.7607691172118,178.67826846355547,332.5371765586574,754.1046236548817,583.1266191940001,340.7527482968786,316.2938590226181,425.91138381944086,139.9320313905576,BENIGN
f-75,923.8802141585163,711.7342786658368,369.2579313847303,237.54123397950463,713.2126247835417,282.4287525242373,10701.820300255438,9063.750256459238,235.62817450536824,864.2101935728454,1867.0319779431845,288.5645791825925,777.0717464488389,1911.4866264984478,233.9982586524922,BENIGN
f-76,1428.986047480436,254.39925539196713,2695.6518720806744,483.8858128014839,175.84133116061776,1521.9216957248339,204.17257891895414,1095.053603202212,1068.1660212159265,539.3097461422075,1880.5399525721687,887.7806588754382,1044.0841688056892,137.3222764606529,661.7632012046979,BENIGN
f-77,1901.7461383593852,1370.3924421006732,133.19633784604702,2160.6719703422145,959.8038845003019,712.2338289762048,2193.8222233107226,1784.4590911104613,870.9509547663588,101.82836420834549,1407.6695425417279,125.82259420444483,468.74899314935425,414.87263838297997,237.06089604754243,BENIGN
f-78,854.6640542865717,1388.8543585252294,115.26883711884598,19607.89682478379,255.56599834150057,253.72031866592664,98.91548283382267,2096.251796133068,6633.661479324734,851.4928881187534,7161.967820345364,918.8076821162877,1155.2220930791123,1681.8539459132016,882.7448557278666,BENIGN
f-79,278.3235128358297,503.14047100611407,384.9376197513319,1245.515159640184,1797.8168932719923,3465.8120267472927,623.0775884612801,989.8274891750883,271.1764680749941,271.8357841423589,369.2052339351768,177.06265241297345,205.20351188969312,584.5186393579252,1448.749028522482,BENIGN
f-80,697.9380080029855,1280.7345851969576,362.0452137712964,1301.389657448467,839.8324030821847,112.90755344803428,304.5566636039573,696.5589817350607,5740.226597450716,44.884108682344426,295.1148266378217,1349.3638889296337,1167.3051300850466,1070.7160597086843,1513.3955496036963,BENIGN
f-81,182.30641507402305,559.5731808765979,136.59115477133273,64833.76035705328,415.6600440679671,140.05662162562285,275.38007474493645,2351.095432197314,78.50823288676806,348.51665514293217,84.7519187260744,211.4757064045729,1365.08411799221,52.071005709280435,105.44428251171281,BENIGN
f-82,260.9517134118038,205.6591872455217,279.7879899303154,749.3080435922077,2741.9741477203092,864.7938555287109,62.171659716110916,598.9518903833266,76.24400876389339,313.0954400867932,930.6598037302263,123.72579433484611,909.5915159031732,26.458664086337336,2128.376440115328,BENIGN
f-83,255.16605446448574,932.044170497293,1763.844112706419,721.673061964684,502.13402075123287,1169.1451158251803,3780.453307905872,148.67097762415358,94.01346123929498,559.3425502734502,465.0947227753729,49.33826769536924,473.903512182549,20856.726467009783,2343.2326792869917,BENIGN
f-84,96.06186637329574,460.69478267231887,940.5006421355434,939.0024507722792,1876.4426399523265,123.62003127695874,911.6744008090078,405.6156671437512,407.91304682284346,185.04351464487584,881.4070632196892,231.47506552476185,4299.627936604293,584.1829390078816,2599.8679063907125,BENIGN
f-85,723.6927884165366,404.07795453022993,75.76170991361496,120.21007375822595,302.29432496752565,6260.424987692899,1429.1711150839208,584.1840209361184,1707.6163674406632,3877.0506388813833,102.8273056499954,1150.5580623441863,137.99185224535003,200.15903650771625,333.826773539735,BENIGN
f-86,229.68692632163453,7212.672314209446,1250.2669219741342,1395.7164714535538,638.7378997643949,212.87756587762811,1417.5575956561484,53.28423525899903,195.86575541886924,489.17778272449937,615.1862249899216,511.00315612694146,511.8515887165185,613.603078379257,412.9739532495348,PortScan
f-87,409.5229486872582,21.305248392182417,728.33149463198,219.77337020562138,100.05496991213516,3165.5101775443377,1690.793468807818,321.4415145812424,227.68609728399528,533.4995003655667,516.0685169972022,2624.617169568811,578.6006825448001,129.38481605573224,123.83011305645672,BENIGN
f-88,718.3062360248998,73.60986085793844,191.59382860300832,877.5524912712583,4165.851887929787,2209.0841546257557,388.9642363999754,280.43236630902993,2073.2952625956054,2511.9144684926787,476.67839914432375,993.4140699355379,81.82486775707628,271.1191703268091,107.54013600900878,BENIGN
f-89,4687.457827492574,97.07806885456554,60.424797821802066,1191.8161459027103,436.6709612061171,1063.1427731293609,3058.238971466177,1385.3133298204655,802.2287150457116,3587.047276804513,177.6971879216637,756.5417895336826,3610.3522080067464,130.43454478552275,409.1281728488878,BENIGN
f-90,896.4675811040868,260.88696335485076,1214.1743154368312,476.2143702739314,231.06656216661509,1048.427168775592,13.44902026764114,124.61474093329613,227.43162322787396,5402.3433432658585,1681.076394537888,29807.225143759097,90.14482369346888,544.8141380284455,1115.906354618723,BENIGN
f-91,358.46012215789807,1803.0069827903549,1276.833041791125,1487.6389490423685,119.47617373694003,3986.0196485396445,479.1882623602693,255.23706408187795,212.7036006786118,685.6871537774242,4723.801206246748,359.03694210591726,1852.3983694881442,32.266129733797776,1935.0145584547683,BENIGN
f-92,1205.229262009828,66.10267550549813,1634.033060142439,1136.5821073084762,88.24212673120049,173.3555678503219,406.1201335798491,226.30743872161239,225.8970927714115,975.7251379901147,675.0108413605419,435.15000390347836,423.1442557842735,59.31196933078236,225.27715865037695,BENIGN
f-93,366.624493916591,123.69394897019757,681.0998144849589,332.26564893058236,380.6267816987766,123.58757696855088,109.65243899811733,1276.7654375050538,203.14797747989607,45.17132286242816,957.6982751685072,397.9167028297348,167.85765665482657,1374.087724377517,385.1273579684679,BENIGN
f-94,53.260697650096624,525.1583801061163,364.5180762720298,180.549663459206,1026.2315679865399,169.60178969103666,295.89822811719296,382.88861206433245,7986.337330168569,47.26560288875808,12.76337598298197,2572.2700537618944,445.4410194522472,123.43832597893405,356.01573735141244,BENIGN
f-95,71.05576797003418,7699.486447526058,907.0282460149912,1575.5027047994479,768.6926942970565,297.2574908957992,346.7865137129963,3481.830968514192,449.93863651865644,368.2380137664033,4919.1132730318795,404.64833438681995,436.97168044563756,766.52746867242,937.7268893299324,DoS Hulk
f-96,82.49687923533851,3505.506641700301,23.1612168386541,1021.1343713460122,2582.4849759990866,23.915798432761292,183.2363169918977,2905.053678498857,166.03101158781118,1580.428396116758,42.76903930724638,185.316866368893,150.77400088257144,5572.065129803314,2407.073960773177,DoS Hulk
f-97,121.9125283544233,246.14005391309124,1394.8517295235188,58.703057833756965,365.47913309646583,314.5320931618005,435.8781410692698,246.5913238379903,4190.728923679275,808.9780729988391,506.44694529500214,4032.9389839335727,797.5697970084632,411.5356383204009,623.5431045610304,BENIGN
f-98,651.7943330568622,260.78597496501817,97.61774723883511,277.0547869103409,1852.0557562367371,209.87563095412156,857.2924709026875,3037.3508459489576,199.8853190878009,413.23658856868593,83.46024459920883,151.48524488856702,161.25906901252804,281.9470663146644,478.27592272445196,BENIGN
f-99,413.48182813386023,101.59102588848941,600.879606285866,492.0688050711481,212.7456627795898,1033.29884028368,303.8336251690937,263.7805292378846,2217.0808904114547,810.9755626914214,311.45853209046453,765.2218678694961,6282.788877649148,2443.2636287431756,620.1531892993553,BENIGN
f-100,256.2631727929732,40.86375580888919,542.4087017423983,1027.2038290076573,541.1689599646327,615.7883118091959,1061.8770410586592,1131.4726672672555,12485.744155872586,90.4941924231124,3809.431340130142,662.8900378299387,353.76236839367823,244.70552776751546,6256.5930584856505,DoS Hulk
f-101,1918.0684774663785,350.6342916971187,1482.5274841513794,1202.4564606054842,377.4464787501832,196.20578789620328,330.65717051882586,81.56194101607632,431.47688996479997,398.26058033654624,43.43319817182838,1185.6977612679518,98.93341281510385,1710.7567825133692,834.2427464989,BENIGN
f-102,263.08659452304875,520.17740738302,1619.7571547386679,3053.9735546764173,52.60721241913125,818.8926611815699,399.84476489714154,150.13949492531685,66.80250415257562,80.69946247319298,782.2842012415923,795.5024173104845,123.81516894150325,17211.32382439049,147.49762185807137,BENIGN
