Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length_duplicated_0,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,day,Label,label_name
80,98434728,7,6,762,11595,372,0,108.8571429,179.7808189,5792,0,1932.5,2365.476337,125.5349636,0.132067211,8202894.0,28300000.0,98100000,1,98300000,16400000.0,40000000.0,98100000,1,98400000,19700000.0,43800000.0,98100000,63,0,0,0,0,196,200,0.071113114,0.060954097,0,5792,883.0714286,1748.498893,3057248.379,1,0,0,0,0,0,0,0,0,951.0,108.8571429,1932.5,196,0,0,0,0,0,0,7,762,6,11595,0,235,4,20,17013.0,0.0,17013,17013,98100000.0,0.0,98100000,98100000,Wednesday,1,DoS Hulk
80,115092161,16,14,542,311,458,0,33.875,113.1099023,305,0,22.21428571,81.40702915,7.411451767,0.260660672,3968695.207,4859565.229,9992060,75,115000000,7672810.733,4138766.674,10000000,192,110000000,8475196.077,3756071.955,10000000,387,0,0,0,0,332,424,0.139019025,0.121641647,0,458,27.51612903,96.58463334,9328.591398,0,0,0,1,0,0,0,0,0,28.43333333,33.875,22.21428571,332,0,0,0,0,0,0,16,542,14,311,8192,60,15,20,43503.63636,66961.51714,245400,23227,9972653.545,58941.72499,9992060,9795496,Wednesday,0,BENIGN
80,810,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2469.135802,810.0,0.0,810,810,810,810.0,0.0,810,810,0,0.0,0.0,0,0,0,0,0,0,64,0,2469.135802,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
53,31014,2,2,74,230,37,37,37.0,0.0,115,115,115.0,0.0,9802.024892,128.9740117,10338.0,17861.78689,30963,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,64,64.48700587,64.48700587,37,115,68.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,85.25,37.0,115.0,64,0,0,0,0,0,0,2,74,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,0,BENIGN
53,156255,2,2,92,354,46,46,46.0,0.0,177,177,177.0,0.0,2854.308662,25.59918083,52085.0,90209.5362,156250,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,12.79959041,12.79959041,46,177,98.4,71.75165503,5148.3,0,0,0,0,0,0,0,0,1,123.0,46.0,177.0,40,0,0,0,0,0,0,2,92,2,354,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,0,BENIGN
80,116159320,8,7,357,11595,351,0,44.625,123.8119975,4344,0,1656.428571,1547.737688,102.8931643,0.129132987,8297094.286,26800000.0,100000000,1,116000000,16600000.0,37300000.0,100000000,1,23629,3938.166667,5937.177087,12104,13,0,0,0,0,260,232,0.068870927,0.060262061,0,4344,747.0,1285.154569,1651622.267,0,0,0,0,1,0,0,0,0,796.8,44.625,1656.428571,260,0,0,0,0,0,0,8,357,7,11595,251,235,2,20,1987.0,0.0,1987,1987,58100000.0,59400000.0,100000000,16000000,Wednesday,1,DoS Hulk
61472,33,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30303.0303030303,30303.0303030303,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,404,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
80,97939823,7,6,323,11595,323,0,46.14285714,122.0825248,5792,0,1932.5,2537.820147,121.6869669,0.132734567,8161651.917,28300000.0,97900000,1,97900000,16300000.0,40000000.0,97900000,1,988,197.6,271.6087259,658,2,0,0,0,0,232,200,0.071472459,0.061262108,0,5792,851.2857143,1851.583498,3428361.451,0,0,0,0,1,0,0,0,0,916.7692308,46.14285714,1932.5,232,0,0,0,0,0,0,7,323,6,11595,274,235,1,32,3.0,0.0,3,3,97900000.0,0.0,97900000,97900000,Wednesday,1,DoS Hulk
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
80,1819137,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6394.790497,4.947400883,227392.125,642056.4897,1816400,14,2228,1114.0,1303.904905,2036,192,1819122,363824.4,812014.9729,1816400,14,0,0,0,0,72,132,1.649133628,3.298267255,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,DDoS
80,84128341,6,8,360,11595,342,0,60.0,138.182488,4344,0,1449.375,1729.380148,142.1043118,0.16641241,6471410.846,23300000.0,84000000,1,84000000,16800000.0,37500000.0,84000000,1,84100000,12000000.0,31700000.0,84000000,48,0,0,0,0,164,264,0.071319604,0.095092806,0,4344,797.4,1422.276837,2022871.4,1,0,0,0,0,0,0,0,1,854.3571429,60.0,1449.375,164,0,0,0,0,0,0,6,360,8,11595,0,235,3,20,11989.0,0.0,11989,11989,84000000.0,0.0,84000000,84000000,Wednesday,1,DoS Hulk
80,5994865,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.004282832,0.834047139,1498716.25,2996109.203,5992880,3,5994865,1498716.25,2996109.203,5992880,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.834047139,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1985.0,0.0,1985,1985,5992880.0,0.0,5992880,5992880,Friday,1,DDoS
53,30487,1,1,46,158,46,46,46.0,0.0,158,158,158.0,0.0,6691.376652,65.60173189,30487.0,0.0,30487,30487,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.80086594,32.80086594,46,158,83.33333333,64.66323015,4181.333333,0,0,0,0,0,0,0,0,1,125.0,46.0,158.0,20,0,0,0,0,0,0,1,46,1,158,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,0,BENIGN
80,4087915,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.87096356,0.978493927,1362638.333,2359296.316,4086919,3,4087915,1362638.333,2359296.316,4086919,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.978493927,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,DDoS
16113,63,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,126984.127,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
53,11963,1,1,61,122,61,61,61.0,0.0,122,122,122.0,0.0,15297.1662626432,167.1821449469,11963.0,0.0,11963,11963,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,83.5910724735,83.5910724735,61,122,81.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,122.0,61.0,122.0,20,0,0,0,0,0,0,1,61,1,122,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
55397,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,115,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,0,BENIGN
80,98347444,6,6,313,11595,313,0,52.16666667,127.7817149,4344,0,1932.5,1977.812908,121.0809302,0.122016389,8940676.727,29600000.0,98200000,4,98200000,19600000.0,43900000.0,98200000,4,170444,34088.8,68477.98865,156112,48,0,0,0,0,200,200,0.061008195,0.061008195,0,4344,916.0,1611.321869,2596358.167,0,0,0,0,1,0,0,0,1,992.3333333,52.16666667,1932.5,200,0,0,0,0,0,0,6,313,6,11595,274,235,1,32,269.0,0.0,269,269,98200000.0,0.0,98200000,98200000,Wednesday,1,DoS Hulk
80,86012233,5,8,352,11595,340,0,70.4,150.7408372,4344,0,1449.375,1894.680443,138.8988471,0.151141292,7167686.083,24800000.0,85900000,2,85900000,21500000.0,42900000.0,85900000,987,86000000,12300000.0,32400000.0,85900000,2,0,0,0,0,144,264,0.058131266,0.093010026,0,4344,853.7857143,1565.115094,2449585.258,1,0,0,0,0,0,0,0,1,919.4615385,70.4,1449.375,144,0,0,0,0,0,0,5,352,8,11595,0,235,2,20,7033.0,0.0,7033,7033,85900000.0,0.0,85900000,85900000,Wednesday,1,DoS Hulk
6646,26,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,307692.3077,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,38461.53846,38461.53846,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
443,116654448,13,12,592,4097,206,0,45.53846154,68.53905868,2860,0,341.4166667,818.7025721,40.19563832,0.214308159,4860602.0,16300000.0,58000000,1,117000000,9721204.0,22500000.0,58000000,122,116000000,10600000.0,23500000.0,58200000,1,0,0,0,0,272,252,0.111440243,0.102867916,0,2860,180.3461538,566.0206316,320379.3554,0,0,0,1,0,0,0,0,0,187.56,45.53846154,341.4166667,272,0,0,0,0,0,0,13,592,12,4097,8192,351,6,20,276172.0,59937.1992,318554,233790,57900000.0,103663.2683,58000000,57900000,Tuesday,0,BENIGN
53,212,2,2,74,138,37,37,37.0,0.0,69,69,69.0,0.0,1000000.0,18867.92453,70.66666667,40.12895879,117,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,0,0,0,0,40,64,9433.962264,9433.962264,37,69,49.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,62.25,37.0,69.0,40,0,0,0,0,0,0,2,74,2,138,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,0,BENIGN
53,233,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,952789.699570815,17167.3819742489,77.6666666667,132.7905619136,231,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,8583.6909871245,8583.6909871245,32,79,50.8,25.7429602027,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,40,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
992,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,85494206,5,7,324,11595,312,0,64.8,138.2215613,4344,0,1656.428571,1760.597234,139.4129562,0.140360389,7772200.545,25700000.0,85300000,4,85400000,21300000.0,42700000.0,85300000,4,85500000,14200000.0,34800000.0,85300000,49,0,0,0,0,144,232,0.058483495,0.081876894,0,4344,917.3076923,1498.973615,2246921.897,1,0,0,0,0,0,0,0,1,993.75,64.8,1656.428571,144,0,0,0,0,0,0,5,324,7,11595,0,235,2,20,10993.0,0.0,10993,10993,85300000.0,0.0,85300000,85300000,Wednesday,1,DoS Hulk
