Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,6,375845,22,20,1912,2665.0,640,0,86.9090909091,137.6880217811,976,0,133.25,268.7712537496,12177.8924822733,111.7481940694,9166.9512195122,17471.6534892254,84124.0,4.0,375229.0,17868.0476190476,23117.158055168,84124.0,228.0,375838.0,19780.9473684211,30803.3092458761,123146.0,13.0,0,0,0,0,712,648,58.534768322,53.2134257473,0,976,106.4418604651,207.2918694941,42969.919158361,0,0,0,1,0,0,0,0,0,108.9761904762,86.9090909091,133.25,0,0,0,0,0,0,22,1912,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,34795,2,2,90,146.0,45,45,45.0,0.0,73,73,73.0,0.0,6782.583705,114.9590458,11598.33333,19120.77677,33675.0,296.0,34499.0,34499.0,0.0,34499.0,34499.0,33971.0,33971.0,0.0,33971.0,33971.0,0,0,0,0,16,16,57.47952292,57.47952292,45,73,56.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,70.25,45.0,73.0,0,0,0,0,0,0,2,90,2,146,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,6,116966068,22,19,933,5464.0,564,0,42.40909091,126.4491839,1460,0,287.5789474,522.3890968,54.69107502,0.35052901,2924151.7,4484852.769,10000000.0,1.0,117000000.0,5569812.762,4901804.128,10000000.0,38.0,112000000.0,6205546.611,4943033.039,10000000.0,1.0,0,0,0,0,452,524,0.188088737,0.162440273,0,1460,152.3095238,378.8422342,143521.4384,0,0,0,1,0,0,0,0,0,156.0243902,42.40909091,287.5789474,0,0,0,0,0,0,22,933,19,5464,8192,982,15,20,154210.3333,442964.3375,1560810.0,26139.0,9592958.833,1371734.665,10000000.0,5240105.0,0
8080,6,10701,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42519.39071,654.1444725,1783.5,3866.917467,9666.0,2.0,644.0,322.0,312.5411973,543.0,101.0,10195.0,3398.333333,5434.302194,9666.0,2.0,0,0,0,0,72,92,280.3476311,373.7968414,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,53559,2,2,68,188.0,34,34,34.0,0.0,94,94,94.0,0.0,4779.775575,74.68399335,17853.0,15506.39871,28197.0,24.0,28197.0,28197.0,0.0,28197.0,28197.0,24.0,24.0,0.0,24.0,24.0,0,0,0,0,16,16,37.34199668,37.34199668,34,94,58.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,72.5,34.0,94.0,0,0,0,0,0,0,2,68,2,188,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,6,7,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,509,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3929.273084,509.0,0.0,509.0,509.0,509.0,509.0,0.0,509.0,509.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3929.273084,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,6,4704487,4,4,97,231.0,97,0,24.25,48.5,231,0,57.75,115.5,69.72067305,1.700504221,672069.5714,1751383.748,4643513.0,43.0,60974.0,20324.66667,34861.38509,60579.0,110.0,4704245.0,1568081.667,2715359.722,4703509.0,346.0,0,0,0,0,92,92,0.85025211,0.85025211,0,231,36.44444444,79.69960965,6352.027778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080,6,467,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4282.655246,467.0,0.0,467.0,467.0,467.0,467.0,0.0,467.0,467.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4282.655246,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3389,6,1703223,8,7,1128,1581.0,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1590.513984,8.806832693,121658.7857,245640.8011,953234.0,3.0,1703223.0,243317.5714,398146.6525,1141150.0,3.0,1567281.0,261213.5,339568.1206,953234.0,109333.0,0,0,0,0,172,152,4.696977436,4.109855257,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3389,6,2128801,8,7,1128,1581.0,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1272.547317,7.046219914,152057.2143,247117.0173,953123.0,3.0,2128801.0,304114.4286,401019.3769,1199862.0,3.0,1941898.0,323649.6667,309144.6528,953123.0,184971.0,0,0,0,0,172,152,3.757983954,3.28823596,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080,6,11293,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40290.44541,619.8530063,1882.166667,4126.008551,10293.0,18.0,610.0,305.0,357.7960313,558.0,52.0,10757.0,3585.666667,5812.661725,10293.0,18.0,0,0,0,0,72,92,265.6512884,354.2017179,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,289,1,1,35,163.0,35,35,35.0,0.0,163,163,163.0,0.0,685121.1073,6920.415225,289.0,0.0,289.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3460.207612,3460.207612,35,163,77.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,116.5,35.0,163.0,0,0,0,0,0,0,1,35,1,163,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080,6,540,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3703.703704,540.0,0.0,540.0,540.0,540.0,540.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3703.703704,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,17283,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,26326.44795,405.0222762,2880.5,6652.530729,16455.0,1.0,515.0,257.5,292.0351006,464.0,51.0,16839.0,5613.0,9391.389886,16455.0,1.0,0,0,0,0,72,92,173.5809755,231.4413007,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51277,6,10,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,100000.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,219,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,11076,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41079.81221,631.9971109,1846.0,4080.602357,10166.0,1.0,527.0,263.5,296.2777413,473.0,54.0,10622.0,3540.666667,5742.195602,10166.0,1.0,0,0,0,0,72,92,270.8559047,361.1412062,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,503,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3976.143141,503.0,0.0,503.0,503.0,503.0,503.0,0.0,503.0,503.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3976.143141,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,6,61259159,15,15,729,5747.0,404,0,48.6,113.6779913,1460,0,383.1333333,582.4249635,105.7148042,0.489722688,2112384.793,4104344.286,10000000.0,1.0,61300000.0,4375654.214,5126513.373,10100000.0,373.0,61200000.0,4369554.357,5144286.463,10100000.0,1.0,0,0,0,0,312,384,0.244861344,0.244861344,0,1460,208.9032258,440.2431415,193814.0237,0,0,0,1,0,0,0,0,1,215.8666667,48.6,383.1333333,0,0,0,0,0,0,15,729,15,5747,8192,114,9,20,115302.1667,73243.1275,264809.0,85316.0,10000000.0,3013.251444,10000000.0,10000000.0,0
443,6,9269571,13,13,1006,3751.0,451,0,77.38461538,132.1271726,1430,0,288.5384615,517.4388233,513.1844829,2.804876299,370782.84,1768639.535,8858522.0,3.0,9269571.0,772464.25,2577232.592,8955165.0,33.0,314400.0,26200.0,45506.15533,109947.0,3.0,0,0,0,0,272,272,1.40243815,1.40243815,0,1430,176.1851852,379.4961272,144017.3105,0,0,1,1,0,0,0,1,1,182.9615385,77.38461538,288.5384615,0,0,0,0,0,0,13,1006,13,3751,8192,180,6,20,411049.0,0.0,411049.0,411049.0,8858522.0,0.0,8858522.0,8858522.0,1
8080,6,12209,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,37267.58948,573.3475305,2034.833333,4587.780353,11393.0,18.0,529.0,264.5,301.9345956,478.0,51.0,11749.0,3916.333333,6476.674481,11393.0,30.0,0,0,0,0,72,92,245.7203702,327.6271603,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21,6,1,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,315237,2,2,95,205.0,50,45,47.5,3.535533906,132,73,102.5,41.71930009,951.6649378,12.68886584,105079.0,180832.1667,313886.0,667.0,314553.0,314553.0,0.0,314553.0,314553.0,314570.0,314570.0,0.0,314570.0,314570.0,0,0,0,0,16,16,6.344432919,6.344432919,45,132,69.0,37.07424982,1374.5,0,0,0,0,0,0,0,0,1,86.25,47.5,102.5,0,0,0,0,0,0,2,95,2,205,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,6,117711555,13,12,591,3634.0,191,0,45.46153846,67.86458991,1430,0,302.8333333,536.4087372,35.89282293,0.212383568,4904648.125,16500000.0,58700000.0,2.0,118000000.0,9809296.25,22700000.0,58800000.0,191.0,118000000.0,10700000.0,23600000.0,58800000.0,2.0,0,0,0,0,272,252,0.110439455,0.101944112,0,1430,162.5,382.6824532,146445.86,0,0,0,1,0,0,0,0,0,169.0,45.46153846,302.8333333,0,0,0,0,0,0,13,591,12,3634,8192,176,6,20,440012.0,468186.7135,771070.0,108954.0,58400000.0,534765.7667,58700000.0,58000000.0,0
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,7,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,458,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4366.812227,458.0,0.0,458.0,458.0,458.0,458.0,0.0,458.0,458.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4366.812227,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,1178,1,1,38,90.0,38,38,38.0,0.0,90,90,90.0,0.0,108658.7436,1697.792869,1178.0,0.0,1178.0,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,848.8964346,848.8964346,38,90,55.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,83.0,38.0,90.0,0,0,0,0,0,0,1,38,1,90,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,6,259,3,0,77,0.0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,297297.297297297,11583.0115830116,129.5,150.6137443927,236.0,23.0,259.0,129.5,150.6137443927,236.0,23.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,11583.0115830116,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
